,A,AA,AAPL,ABI,ABT,ACAS,ACE,ACS,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AKAM,AKS,ALL,ALTR,AMAT,AMB,AMD,AMGN,AMP,AMT,AMZN,AN,ANF,AOC,APA,APC,APD,APOL,ASH,ATG,ATI,AVB,AVP,AVY,AW,AXP,AYE,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BCR,BDK,BDX,BEN,BHI,BIG,BIIB,BJS,BK,BLL,BMC,BMS,BMY,BNI,BRCM,BSX,BTU,BXP,C,CA,CAG,CAH,CAM,CAT,CB,CBE,CBG,CBS,CCE,CCL,CEG,CELG,CF,CG,CHK,CHRW,CI,CIEN,CINF,CIT,CL,CLX,CMA,CME,CMI,CMS,CMT,CNP,CNX,COF,COG,COH,COHU,COL,COP,COST,CPB,CPWR,CRM,CSC,CSCO,CSX,CTAS,CTL,CTSH,CTX,CTXS,CVG,CVH,CVS,CVX,CZN,D,DD,DDR,DE,DELL,DF,DGX,DHI,DHR,DIS,DNB,DOV,DOW,DRI,DTE,DTV,DUK,DVA,DVN,DYN,EBAY,ECL,ED,EFX,EIX,EK,EL,EMC,EMN,EMR,EOG,EP,EQ,EQR,ERTS,ESRX,ESV,ETFC,ETN,ETR,EXC,EXPD,F,FAST,FCX,FDO,FDX,FE,FHN,FII,FIS,FISV,FITB,FLR,FLS,FO,FPL,FRX,GAS,GCI,GD,GE,GENZ,GFR,GGP,GILD,GIS,GLW,GM,GME,GNW,GOOG,GPC,GPS,GR,GS,GT,GWW,HAL,HAR,HAS,HBAN,HCBK,HCP,HD,HES,HIG,HNZ,HOG,HON,HOT,HPC,HPQ,HRB,HRS,HSP,HST,HSY,HUM,IBM,ICE,IFF,IGT,INTC,INTU,IP,IPG,IR,IRM,ISRG,ITT,ITW,IVZ,JBL,JCI,JCP,JDSU,JEC,JNJ,JNPR,JNS,JNY,JPM,JWN,K,KBH,KEY,KFT,KG,KHD,KIM,KLAC,KMB,KO,KR,KSS,LEG,LEN,LH,LLL,LLTC,LLY,LM,LMT,LNC,LNX,LOW,LSI,LTD,LTR,LUK,LUV,LXK,M,MA,MAR,MAS,MAT,MBI,MCD,MCHP,MCK,MCO,MDP,MDT,MEE,MET,MFE,MHP,MHS,MI,MIL,MMC,MMM,MNST,MO,MOLX,MON,MOT,MRK,MRO,MS,MSFT,MTB,MU,MUR,MWV,MYL,NBL,NBR,NCC,NDAQ,NEM,NI,NKE,NOC,NOV,NOVL,NSC,NSM,NT,NTAP,NTRS,NUE,NVDA,NVLS,NWL,NWS,NX,NYT,NYX,ODP,ORCL,OXY,PAYX,PBG,PBI,PCAR,PCG,PCL,PCP,PDCO,PEG,PEP,PFE,PFG,PG,PGN,PGR,PH,PHM,PKI,PLD,PLL,PLMD,PNC,PNW,POM,PPG,PPL,PRU,PSA,PTV,PX,PXD,Q,QCOM,QLGC,R,RAI,RDC,RF,RHI,RIG,RL,RLH,ROH,ROK,RRC,RRD,RSH,RX,S,SBUX,SCHW,SE,SEE,SGP,SHLD,SHW,SIAL,SII,SJM,SLB,SLE,SLM,SNA,SNDK,SNS,SO,SOV,SPG,SPLS,SRE,SSS,STI,STJ,STR,STT,STZ,SUN,SVU,SWK,SWN,SWY,SYK,SYMC,SYY,T,TAP,TE,TEG,TER,TGT,THC,TIE,TIF,TJX,TLAB,TMK,TMO,TROW,TRV,TSN,TSO,TSS,TWX,TXN,TXT,TYC,UIS,UNH,UNM,UNP,UPS,USB,UTX,VAR,VFC,VLO,VMC,VNO,VRSN,VZ,WAG,WAT,WB,WEC,WFC,WFMI,WFR,WFT,WHR,WIN,WLP,WMB,WMI,WMT,WPI,WPO,WU,WY,WYE,WYN,X,XEL,XL,XLNX,XOM,XRX,XTO,YHOO,YUM,ZION,ZMH
20070620,52905878.64494324,429051794.4498062,3562697787.288666,61093321.94747925,156046123.2132473,179450646.88591766,124850665.71083069,28393425.342178345,325797155.55049515,100203461.80458069,214415795.5505371,81335260.24513245,149170469.74509048,43134630.73577881,77943530.07001877,71197217.4503994,132769569.34776308,79064877.33156967,11800.0,515851869.9337158,50711949.26763153,14960172.38223648,160616722.1977768,80704893.08090208,171623485.27779388,122558581.4023037,485903853.83111763,45656337.59536743,415696334.6710663,662118583.5627403,55160012.9310608,65455761.651203156,575804472.0001144,24691313.58318329,91307014.91012573,79772331.26144409,261417010.53954315,349966656.2387085,71457029.05883789,51708582.08224487,18169886.565971375,35866277.52418518,166437973.57788086,156433635.12039185,62568390.368270874,58706356.76803588,34659356.45084381,233949477.06946564,53357146.357364655,70546019.48242188,439463066.4085388,914542064.8761673,81874259.7820282,102743718.89924623,79154518.00741577,690503095.4746323,23704956.730651855,87426838.52233887,63822221.51641846,314016833.38165283,316535963.0170822,55226099.1645813,154605044.75787354,168795644.46684647,111150747.56189728,22376926.204681396,44729370.61672211,11286052.51312256,384581394.486084,214974208.79224396,282756884.8763542,132097753.70402908,359534422.9937134,134094914.82772827,848452851.8460083,87845299.6931076,52721113.166046135,78621816.57829285,122698940.57052611,296590243.2853699,102949072.68066406,79207463.48342896,96827999.31422806,95476110.49308778,41941906.745046616,139502094.15893555,131606808.795166,194176524.61680222,85288000.19645691,33475968.259048462,281484141.7281456,42230478.480522156,97993010.15830994,61871277.02461243,19231039.298252106,54089362.04147339,228081571.97312927,43163155.669403076,53584182.56072998,240177288.79165646,417288461.07953644,43468320.03097534,71811.40089035034,40706574.26300049,81478592.49916077,209383437.12179565,33176148.70223999,114222406.28509521,2245684.776473999,56438762.92037964,630126447.6736069,174676849.36781693,52875651.025604255,23150866.752501488,46593187.968063354,95772709.80654144,1624085367.2678623,169104844.74363327,25556662.301517487,36548151.48849487,103733797.61693573,82543963.81145096,97571423.78315353,11599225.533294678,68479917.62161255,281856755.8942833,855317778.850174,22216013.00074768,190684514.92538452,278617587.9517212,53102188.9087677,388088500.2406235,330730470.0909939,29189731.00309372,82067722.66654968,74600533.81729126,76496815.0806427,365702363.4327545,37951487.87612915,80370315.66792297,164258681.138443,198740950.75149536,71553835.08491516,152791752.90643692,127362694.31716156,44597178.90701294,256578507.1298828,47884638.26812744,142300831.0480833,63026423.067855835,101788546.11447144,41102611.29646301,76726552.13661194,96760533.52622986,36653330.1738739,552789505.1991119,57706967.7482605,132242420.49579619,178479228.8868103,95647134.18312073,45556675.3993988,90434689.25666809,178462892.89913177,95326247.45591736,169007201.64059448,103178974.6497345,91925891.7591095,282943714.7212601,219144914.6219406,87888878.24554825,388971069.58555895,38814977.54646683,506350488.1622467,39353684.2880249,576015929.7523499,129241091.73202516,55573345.30363464,67558112.1217041,26393742.44709015,52370679.506103516,101508526.55599594,88888108.60366821,23841746.58164978,71014389.01443481,116660857.95353317,114975866.4478302,30754636.211013794,108265667.01545715,111324972.89733887,2192346798.7146187,141666798.7613449,787743.007850647,85418428.64723206,278421151.78639984,71206606.21109009,344897098.670969,594223309.3562202,59923785.78414918,58745053.19404602,1078214818.4008484,14844258.584594727,234814177.70692447,85330710.29052734,1228737978.5182648,83839998.93531798,98958432.28530884,668256088.338131,45313994.78530884,36285537.28675842,35316220.56103897,36631861.83911419,24950727.05783844,2297403211.421871,147243926.2199402,133824642.00592041,69643390.18821716,63633492.04483032,280575287.36816406,98995820.2501297,28747476.601028442,233537728.9103165,35113919.627189636,62401823.88839722,25103460.260772705,93439653.18317413,32819202.736831665,81123958.05625916,630056769.9307251,707086259.7158718,25640527.96897888,158835832.92007446,1360731555.9651527,71025803.95062447,67891847.35707855,42895418.79167557,263649747.15270996,17701283.295440674,70723323.78801727,12190198.914051056,161312079.15802002,48624161.57054901,65940030.63774109,114346607.6980591,170686502.9350586,37073595.052381516,37666179.066848755,656133356.7465134,211115370.88254166,83851848.3089447,20613128.255462646,658076060.1838989,127106308.82225035,99576641.72130585,84299737.18083191,58346701.40838623,284367161.8342705,46388233.06903839,1208901.424255371,68114787.41264343,135001992.7469635,121560837.38174438,462910238.03357315,135640411.0472679,261863355.90896603,48157679.20284271,74193000.6111145,46875175.941467285,66335058.55331421,212796773.1466637,252012689.47857288,167479452.96401978,148226677.94963074,57361363.180541985,182359.8916053772,332084198.60012054,70731579.84085083,181122728.4847374,72771848.61933517,16426316.93611145,144743197.1072197,53834717.934036255,167312077.91693878,964723980.7622527,71098888.62439728,42763506.05495453,57950292.95692444,102497946.00410461,356773627.21770096,167687016.8966713,132112463.48075867,298620180.7243347,36513287.45956421,350601765.63933563,36081385.33706665,288670104.0253258,45238224.475097656,179947183.9942932,127904051.8449173,37765950.761032104,31060650.15716553,69712708.7076149,232256002.78237918,137197156.12868118,242224734.1428566,23467968.81534958,255478089.4814987,275734986.94429016,620117855.0890808,290801652.9337158,19917619.989013672,1186442652.5370522,61219459.967803955,386754856.0117245,54857700.52947998,21564996.7002182,65785222.677993774,61740084.24034119,223507051.78478622,122390308.39916992,92279634.42889977,215552477.93096542,9399481.971263885,123687994.92835999,86217661.1251831,399240540.4914856,27129847.740735054,96286823.90480042,144770790.53554535,101778864.02877045,308096211.2742386,52608928.25880432,198338103.88298035,490719096.95890045,66654081.61989212,55148428.77597809,33062936.561012268,20761502.436447144,22785268.101119995,281051969.9171448,81405545.8946228,657276648.3931942,368804898.8356018,62455157.304214485,45720777.55241394,66758216.6683197,159112423.1045494,92037526.8868103,46145589.974594116,98731218.66073608,34445849.8891449,90493829.79278564,238685525.33340454,1320699028.6962433,56734215.88592529,1072682151.4364548,70816579.07676697,168017029.75701904,81878179.55783844,69194087.60223389,9845642.879867554,105622010.43548584,35634987.382507324,5886136.703876495,137057415.84625244,99638612.12348938,44053397.01805115,48734388.13858032,78068286.56730652,239094726.42059323,91666632.28378296,28993679.521560673,136898132.6385498,39690360.62927246,115325080.29729366,893756140.3017273,41789180.10795975,30661757.069778442,62818814.11781311,134232258.27386475,118639872.66397095,36521885.220336914,486112208.22332764,137740765.04440308,81110.00032424927,33080022.713394165,78372259.20333862,43411370.653915405,18560915.015930176,107183881.17776108,21466700.212860107,338398454.70399857,282252503.8598633,105263591.64958191,64430587.422828674,26216727.44655609,252601047.62306213,102217492.04759216,70141310.26168823,30875967.11670685,138339380.02292633,16320396.048355103,899157363.4531097,13738620.702840805,99938669.22665405,23337876.096725464,384759155.17337036,5329054.60144043,177419682.64045718,54020244.98939514,184354521.57821655,261128308.76441956,139879360.61958313,12123626.727294922,119701751.33972168,88054517.04216003,21433618.391036987,132428770.04483034,30346121.299346924,211356283.61640933,74721232.1529541,35780004.85191345,150817349.1531372,114343239.0804596,63405649.35989381,240840282.18767932,173747307.2344017,688478151.3151932,93914214.42237854,32898649.8421669,20612392.992019653,58781910.37082673,1260701379.0099258,25548920.671987534,66907007.46008301,84565462.21008301,102814655.61973572,72741038.79779243,20764163.565015793,65037614.24214935,119598463.10966873,127278739.83335876,53482727.94895172,282458066.60061646,7477072.232627869,602830921.0546532,486518231.3698273,166054004.3411255,12376269.433776855,7683595.7470703125,597274668.6795387,33214442.18788147,176908260.02157593,280075953.9461365,194111577.92617416,284786711.0206604,45859721.337127686,59370759.34295654,771361738.2821503,96136160.82763672,77833357.32650757,142959797.13718987,332914748.4609947,216122024.42509842,24101451.93977356,367057083.4018173,29750012.1799469,379633543.3573303,68593611.65758514,248015370.50009155,341165308.83865356,82486649.95422363,6089282.990459442,553378471.5396957,106201720.65161705,72388843.24150085,807237553.240406,39466933.69140624,7602584.393310547,186918045.9724617,114224821.38290404,298446228.9839363,27828150.78694916,232480633.63571167,94279087.44449615,153923316.3367157,140523434.25438118,2109037881.6245348,71691769.69976425,218054432.5541191,896092103.1795807,93988258.33314896,50765323.26137543,122759955.279541
20070621,46872234.23933792,381201809.1953125,3479025857.347128,76400514.66026306,116908133.68635559,123575541.7316513,117609306.00509644,24243359.470039368,292198396.4255028,181317686.32392883,204423035.41145325,64216132.37915038,196905274.09526062,45708874.85847473,73800658.89506912,125795677.83129883,121011457.2540283,107773752.35469055,85195514.83230591,630603638.0823975,53776751.681137085,27163514.038467407,153128190.27252197,124361577.24018097,179687656.62405396,139788949.51526642,578800771.8486099,31716018.099212646,791378152.6157398,774643397.7685661,74824780.27572632,90395610.338974,504108630.09845734,18388720.418548584,122025588.51583862,39497871.47140503,252100244.41680908,246318472.21630475,57314757.8666687,87920026.9210968,9839739.2080307,13235628.789138794,306334648.0291748,175313297.6081848,64978313.25149536,51171805.08270264,21542152.167606354,362792924.66830444,44655240.49430847,127449871.27838135,486007831.37815857,927176959.9563484,76500621.01135254,125340209.72510149,88767429.06450272,517230311.9452591,26362349.388885498,83758306.94122314,60675115.57866669,119197759.23382187,279896787.857254,51367693.78948212,145539441.7805481,159144055.57982635,154541132.16300964,52457409.8400116,88856642.85240173,14073690.68069458,449263448.00520515,183035898.198761,416994499.41807365,137588504.74428368,248826309.37683105,199398484.43374634,814751649.2973021,82177889.64767456,54291493.46888542,76809552.49137878,114962933.52890015,411135276.29701996,88991181.92176819,79103248.85749817,86532778.0857544,145165214.3800354,36845192.696380615,262739792.78411865,155416706.35843658,163143792.0218048,145980920.9500885,34515025.7440567,219587618.07395938,39305115.76557541,93048752.56118774,223158881.76795197,28011978.207733154,50096614.59197998,187389606.2965393,52940089.24446106,61620952.95639038,153391062.2215271,189968856.5119934,48699465.72465897,105985.99920272827,46362317.2235489,75614525.67089081,235629380.06896973,26644307.548755646,109321637.83148958,5361405.755723953,33157000.911575317,597468812.4517059,255929845.69114688,49450201.963043205,60688471.423363686,233563366.2651062,52401084.883499146,1172041564.584835,189684018.4576006,44696912.5070076,40322880.15377426,130402052.57932283,78597990.93120193,65924990.02599144,14561301.47266388,60876004.99952698,210551821.36897278,798934972.0462648,20408151.98779297,193979334.05984497,183555392.23542786,89642752.72636414,270513144.3155899,343464374.5031719,17901287.20916748,81421834.5489502,83462963.52735138,87157870.2884674,337640815.3643036,30143642.965698242,83275266.02314758,170506969.35928345,118375467.05088805,66293040.68395233,141700986.17885208,126882208.49107361,24530474.154663086,341821374.16586304,55365500.226135254,172303892.77828503,43570682.205963135,120704150.34584045,33330616.696548466,85773257.3348999,78971416.40739441,27749393.155288696,527713874.14170843,36862437.68310547,125034162.487442,167737513.56757355,145788485.28125763,56203571.20399475,112037472.49298094,177994565.62574005,126979056.09196472,217404764.72681046,124336320.14663696,81790812.67892456,174147739.2971573,233968860.67581177,48871914.9985199,279596442.7645197,29160483.296016693,600366099.7148895,38349371.97167969,240038067.07077026,119994019.21463013,55901516.360206604,31699839.028549198,21585281.0256958,86116429.83218384,124503961.09184265,61383860.68344116,16527676.642799376,68035929.90543365,112943662.1358223,127589313.128479,30490841.452026367,59935085.1228714,157382030.92422485,1519653792.388504,95500403.18863676,2753303.0101776123,116270113.44070435,196963023.96780396,101045055.67855835,554219189.1777153,532695072.66010666,68265859.96742249,83863928.74656296,1065377658.2466431,20448149.974822998,123205704.02576447,57259993.4386673,1831782130.9633484,73022369.57550049,69418955.26275635,585544378.7423859,153885233.24926758,71196510.2432251,49734902.058815,48907238.198872566,30105022.695159912,1031280237.2344894,255917210.60572815,103207647.9057312,82897089.74227905,49947004.84275818,271248658.558403,106314195.47996521,20934757.073783875,266863719.68214035,131510740.15328217,67134163.68865967,20896437.52975464,96153598.9293232,50890712.660598755,60272518.06182861,566163601.145935,476244010.7507324,23493604.52041626,213099457.08541867,1180685470.059307,97030343.73521996,78882990.42625427,32127239.003777504,217760664.8788452,22495592.089653015,54124663.568595886,11805611.692682266,86860659.83428955,24059653.155326843,81923877.12152863,73513080.17692566,295305629.9667206,41045337.94888974,27391924.270629883,619888558.6998291,185229251.5086956,86651719.19403076,27656950.115585327,906250323.1804428,94974183.8054657,91091567.89309692,103009444.37738036,52819125.84114074,994391904.480774,43097223.65112305,1674540.5264282227,80172338.91448975,234292039.56170273,167552878.3258667,457374779.52882767,100803090.83721161,210692571.43859863,37670154.58094025,101563917.4627533,40630187.35890198,50811238.9541626,220497062.80672836,212466128.16091537,158208382.081604,196049682.9282074,52133044.19403076,112061.37990951538,240022729.74095917,72641026.47132874,132117688.22803497,89949531.77719116,18695162.46986389,114278979.90865707,50673775.7232666,140960524.81336594,930524124.08226,76908486.69337082,60071247.45140076,63274778.17687989,181521161.28425595,239908520.36330414,148242728.63377,139642216.41921997,405144058.9393234,19618690.699768066,339777089.55607224,42167497.50919342,231318230.47756195,22359243.616867065,141608118.86886597,138625359.49249268,73450220.79620361,22280935.192871094,98122365.17301941,211462243.8545227,145554824.91008377,227466521.31102943,16358239.846597672,273962283.0566406,286849390.4824219,514563277.85848624,215240652.90384293,14758317.231369019,1577985775.4078922,50716035.022735596,398305255.3234329,71534257.47177887,35684221.262786865,54459939.07871246,75529993.2088852,218821648.92326352,93095985.92359924,130158114.82770348,216369614.53689957,10948149.606609344,117775113.94901276,59730628.645324714,344840207.8533325,32648515.206518173,93941845.00656128,228885029.11019516,69718033.34264755,387049454.24456024,67123179.90723419,285707312.2268677,862293571.1773987,85349004.45380402,42401591.13044739,66821582.29007722,12831268.943023682,21750009.851646423,411782118.21418756,148318782.47413635,526685475.82212067,288435184.2863846,84362571.6902237,44026069.009399414,48976031.35162735,118355473.91777039,72944551.5991211,41735317.90390015,133924405.29632568,22885671.201641083,170987729.7279358,250922865.03295898,1113177381.6063652,55134838.401031494,770844519.5079994,57731593.34159851,164668594.20656586,73196918.45703888,83593747.605896,19450307.46116638,115027612.68585205,33990249.031829834,8238578.326286316,134640092.89016724,76012173.95744324,38298534.93779755,30882232.605743404,95044968.00674057,320284998.41677856,108025559.88518523,30186301.962280277,127483504.36019897,31822796.986011505,85980129.45127773,664661860.1560631,62391291.32640649,16252999.700164795,103507331.63261414,112166167.3538208,106020191.82903291,41499421.76132202,487341790.28424835,172400381.3468933,344015.1412010193,46097008.5144043,61202363.90609742,58259364.36249161,21887278.14690399,106358102.81827164,30971158.127212524,288629147.84399605,1007217573.1803265,126010103.61097908,48071022.46284485,50235324.41196442,214838488.52391815,90522962.64891052,52383486.32720948,27635732.278190613,152110608.6742401,72615942.37976074,758110832.4440001,21851049.504644394,53356348.581207275,22054499.411010742,567940669.4771576,3787483.2814025884,124850141.11566544,95275189.25639725,188025452.90145874,137992740.10797882,114355670.3590393,11080206.105804443,117991498.38485718,66800903.40262985,26777863.921546936,130556386.20578004,30823590.349197388,237309915.23594663,70575829.76504517,34019010.42289734,68184765.37017822,122709434.79366302,57446772.95761109,410370627.1011524,154533742.07909393,706630210.8729134,64991839.25857544,21433736.95482254,20251345.405578613,123093729.98237608,505133306.1084976,32819056.142902374,94157140.5550003,67822857.11097717,76742241.21189117,42762548.87170315,19705053.727197647,129175460.42137146,66722612.40788269,157598724.4808197,136044261.66744232,171128526.2512207,7506689.4947052,417119188.2609863,495604842.23552704,77562655.44586182,6362735.050174714,15534014.346847534,354216250.46523285,25220502.896369934,200723819.39163208,195718683.17909244,502937608.84041977,271318053.13323975,35545785.15129089,40940262.25141907,576889459.1819763,98410841.61724854,212712307.50016785,126527158.74967003,339443548.19499975,285614562.5071564,35693027.446746826,406857902.57177734,34133319.54345703,316813148.10766983,133894195.17878725,229196535.4795456,311454881.76548004,98611493.94378662,4563366.298120499,484938321.6407775,146168791.08695984,62471226.55315399,751576760.018074,47816560.81258011,8287951.290893555,137578626.28192902,114124908.53424072,292241613.4010315,29013175.063705444,413826938.5726929,96828772.37569807,164626571.65145874,163727998.46232224,2475871313.9329224,47212860.45412445,212348567.32652664,466005881.4079628,65845539.46456909,48410561.660331726,122773898.02703859
20070622,46609095.5324173,306466459.6145172,2593535791.507128,71738593.78843689,132007003.83498192,89918218.31949615,284310998.2093811,76144115.43083191,222425420.4583969,207789958.94126892,296377367.1015854,78954712.21504211,161125034.00301743,61386923.34060669,75259683.37898254,161169484.34391022,158542860.32218933,121184594.81506346,146888555.98983765,616211550.6317139,49771974.24499512,25898517.946624756,111258415.015625,240206769.49748993,175739027.80796432,205505131.83415413,567913492.9459229,38008887.215423584,379332705.4692993,689046151.7616997,71104836.8614197,56801584.41543579,443233942.5427628,18843225.58348465,216983117.8871155,48544383.70742798,211499032.37199402,193222785.93704987,105535127.12631226,80833080.2294426,8709268.01185608,52231644.47135925,193949834.57260132,132640734.86022949,51753051.19476319,53669188.46817017,49219570.89178085,333162000.9918213,68532416.94765091,91932405.1635742,389002172.6344528,1359840177.7724571,80392227.97851562,87173357.38412857,83538655.06706238,440507620.17196655,75956873.14453125,87540135.48736572,121839399.38460541,168605313.82598877,367479494.5088196,92199123.81891632,175545977.90707397,175084279.15077782,151283357.4769516,43595064.0750885,69466834.90543365,25312869.029998776,330623854.8013687,228407511.57913208,440173521.9745445,144429848.60398102,153101375.2244873,177230903.65524292,1413459191.0962522,85472548.519001,47029225.86727143,82737877.95600891,160562911.2953186,295224425.8506775,106112956.37757874,163632210.76431274,55915473.635101326,132998637.06369399,40084199.24259186,345840973.42185974,141413297.70256042,169685721.99687576,78103484.58170891,28984302.847480774,327351219.8260269,50370122.087402344,109181873.03619385,159407270.9999962,32663357.235984802,77137563.2040863,234059000.9422302,71649567.69447327,65761378.97358322,294935676.1741638,178588771.14562988,40379541.985414505,99234.5582485199,58732267.91326332,64913717.35958862,261542382.69622803,36678449.882133484,193251092.2100067,5743483.064416885,45905463.49258423,622401739.3947182,196190903.69017792,60709270.663452156,38277088.93507004,133059511.25640869,37652762.3922348,1052262253.2476215,220402848.23856354,40197581.07859421,39061509.52614212,89504784.5435791,91416798.97822571,63183335.15987587,20653895.945537567,63468779.89045715,328769744.87748337,831223519.173111,23711318.076263428,168770133.96835327,282485911.6136093,70969724.21798706,299103888.7664795,400292023.90922356,17420034.393787384,74991867.65861511,86711027.2598095,65337712.16697693,356899929.8635864,40755479.261779785,69159184.47799683,165604698.52676392,54180187.59384918,70603341.80793762,120681053.51314545,158218196.05274582,47244076.67045593,235093191.2383575,134386235.91064453,315876842.83886814,71431938.42811584,154360302.09465027,34323762.09144592,93537389.7673645,71545963.06602478,29929453.617858887,540983129.6985435,59665287.55645752,115701315.24734497,222683434.25910187,119457766.35780334,56841911.8661499,107672682.56843568,110044770.6958046,119234166.6204071,189930146.78573608,118565040.05516052,100075860.09368896,198831221.73980713,203266299.25460815,63054122.503479004,677386813.1417599,31024620.398193363,457704467.69210815,53554117.64723586,169500594.34661865,165522555.24330142,71389632.73313522,31159869.871139526,33574713.2900238,102148234.23862457,163032743.382267,80493102.49404907,21114909.777259827,65656861.17858887,149464547.09892273,91822155.79719543,23936091.828155518,61794330.287361145,121389733.74938965,1881660552.6038399,129458433.86862183,1452294.006538391,81074338.70925903,320851266.2517853,120840411.73591614,328969468.1102104,564738327.1310196,61841302.41584778,90531684.11216736,1685839825.2383728,26306138.565063477,166391919.41147804,68098140.26435852,1924638824.3111572,83568159.4997406,83716520.96633911,636739142.0006218,97922831.28890991,54953613.76454353,59113860.70191955,44930047.58150196,19535798.938941956,568958673.4443016,101243300.76332092,110811037.36724852,95576486.77194977,365423569.839859,265082694.88372803,116564145.5039978,31362802.354431156,332709955.36691856,101969184.93919373,44646126.3217926,35722785.20736694,66755304.78703117,67853343.62564087,57570607.4798584,738620601.5380859,409579981.4943695,29304489.47906494,143997886.50894165,1177567197.730173,96993866.0221653,103800185.18295287,30430821.858882904,253458049.14808273,22943095.56312561,60545132.12790299,12298373.941612244,85112764.90655136,26874419.111061096,237091211.4917755,106051928.68995668,248441080.01861572,29168606.833067894,42333487.798309326,958627733.5667,136324428.2309513,97973095.6287384,67133730.48744202,864240928.5367851,91745185.10641098,61399590.630722046,94952772.88589478,59340618.9086914,539734438.1951923,61863843.004608154,918449.2343139648,63338606.64501953,216315387.4770012,150632433.3015442,541170513.2524796,176209573.01622772,214384781.7258911,34566260.67620087,102121522.75540924,44255844.79827881,66147889.12811279,172415371.38687515,260022733.4100723,82752033.29544067,148408257.72407532,86870323.63433838,131399.99804496765,287835593.028759,87546011.32583618,268672139.7903671,91387480.15480804,22571422.443771362,129036036.68919182,48883016.205215454,877291533.1845665,652877481.9406509,76906732.51885605,51781782.75009155,102921717.58766174,216912422.17903137,388995232.8250885,97044831.0372734,67054494.70214844,234995305.5519104,24725507.349014282,434315012.92562866,24614120.649528503,222583840.25815964,27861388.244247437,118564611.25564574,120749147.08709717,46233864.8916626,37092988.38195801,69570312.91220856,249006600.8934021,90280780.61285782,216338348.9100285,16014558.382335663,266747682.8407288,186171439.19293976,470990654.25128174,178919595.9044876,20128295.20111084,1830092633.7173233,45212140.42892456,282250916.4651518,77273763.09127808,27895124.396072388,67328763.86060715,68206809.4669342,295315211.048378,116164312.47219086,68041475.15756226,154395771.5734253,12820383.376691818,141157667.82531738,87113293.25942993,304790251.3710022,23072551.652401447,135341460.54382324,188381898.66586876,66566733.224487305,239208835.8783741,64365733.254096985,155380820.8469391,604221386.1553574,75180283.96354866,47802821.97856903,50767680.23114014,14044541.817474367,32513600.823020935,430480505.7434082,229209543.93615723,510944638.0944156,355882283.47306824,70499507.41925812,42502508.21371461,50657766.301727295,108109972.30591202,90668053.62713242,51586675.23727417,110905688.41323853,24434857.123527523,114164257.82394408,347935681.69553375,1137678533.1470928,103674648.55991364,775551793.533947,67688187.49542236,156145699.55994034,88009087.78038025,90528605.26599884,13246880.14465332,84992785.51515198,49912801.595687866,7709336.317150116,136343111.7225647,63800811.10343933,27240126.638853073,57444574.168395996,92964091.63973236,250118756.7326126,86896279.12610626,34837856.82345581,101702966.8548584,31727284.202957153,112202334.46455002,596030983.1082687,50722163.033699036,68194340.13748169,70649725.705719,117923165.86027528,122524165.27837755,32514653.186798096,837561893.8728027,98444496.93069458,153619.99979019165,56543449.40490723,100766607.43103027,30446955.640792847,18504156.47141266,94912758.52470398,33571748.04573059,268353118.7615986,803803100.3771496,228056091.39227676,58755774.95479584,27291335.50075531,249722000.3903141,80222709.59389496,63510695.33767701,30589432.66307068,165373186.45477295,37984963.96713257,2111168369.6599426,18854798.587680817,71081631.36556816,24422690.169525146,314188080.7896919,9292787.211761475,237469853.65574646,54869605.88145447,126784256.50092316,310192511.6743622,93332123.85292053,5228391.69960022,125797721.18072511,121922193.58139037,20307654.162597656,112221387.90151976,45034238.01822662,113142539.75883484,69168541.13757324,40163039.13116455,93236328.53910828,124205441.0452137,147808059.39431763,294071905.958231,138976371.10472107,860726214.512104,81102567.00134277,30084751.05075836,23069091.897583008,62626148.63892745,590539546.6270523,39769806.214035034,48264628.381729126,63198189.63699341,69860783.31623077,40513933.71155262,36656108.538007736,92597000.75416565,66931214.32243729,141240938.28582764,82395406.14318848,198127253.9024353,17431688.113594055,360205490.3542175,395633597.3272477,100037504.60662842,3259980.6754570003,45485951.991119385,286199416.9495468,35972233.182907104,223930038.78097534,227183234.5661316,365095067.3294296,313434275.33721924,35519328.2289505,48763671.908569336,608892111.0120926,123185111.52420044,93928821.52134705,132720823.53023148,426420094.37349695,345630841.33010864,44349970.83778381,573198300.9632034,60555154.25376892,458259652.53755575,88811261.98390579,255727962.00180054,422733065.2418213,72515704.77218628,11794422.402845383,207444351.23824313,135030482.90738678,72901689.71138,775599991.1678123,25067974.52169037,13554961.596679688,91725027.0614624,90672482.55996703,290165727.9588394,40589713.40332031,262193500.2182007,82760156.68373108,267577679.33120728,176900006.9539814,2544038365.4917984,59202117.0627594,137987434.0224266,610968264.4630394,50956437.18452454,33892478.22766113,126115124.62768555
